Rating,Location,Title,Reviews
45,Tajmahal,Breath taking!,"The Taj Mahal is amazingly beautiful. This place is breath taking and words cannot describe its beauty. Very well kept and maintained. However the staff there are tooo rude, not helpful, least intrested in assisting guests. To add on to that inside the premises there are soo many photography hawkers who make the entry unpleasant."
45,Tajmahal,Love Expressed in Art and Marble,"What can you say about the Taj Mahal that hasn't already been said? Even if you've read about it, walking through the East Gate and seeing the Taj gleaming in the garden takes your breath away. The proportions are so perfect, it seems to float. We were there at dawn, watching the lambent light strengthen so the colours of the marble and pietra dura become more intense. The proportions, the prayer around the main door, the balance of the minarets, the detail of the sculptured marble flowers or the marble screens, carved from a single piece of stone....I'm babbling, but that's what this site reduces me to. It's beauty is beyond words. You have to see it yourself. One practical piece of advice: if you go at dawn, take mosquito repellant."
45,Tajmahal,Beautiful,One of the seven wonders of the world...and rightly so A must visit if a lover of art and architecture.. Get a guide to see you through the property... There's lots to learn and tons of moghul history...
45,Tajmahal,awesome,an amazing and emotional experience witnessed at sunrise.our guide new all the best place to get the great pictures. the minarets were being repaired and were surrounded by scaffolding however this didn't detract from the experience. (next year the main building will be undergoing maintenance so this might change the view)
45,Tajmahal,Wah TAJ,"you can talk about the Taj Mahal for hours. A beautiful monument built by a river side. You need a good guide to explain the architecture of this wonderful structure. Well maintained both in the inside and the outside, this is must visit place if you live in India or if you visit India. Everything here is symmetrical and perfect. you can stay around it for hours and yet you will not get bored looking at it."
45,Tajmahal,Night view,I was looking that i reached agra when it was open for night view also. Yes its expensive to watch in night but its worth of money. Its look so romantic in night time.
45,Tajmahal,A must-see for all travelers!,"We were actually there the same day as William and Kate, although we chose to visit at sunrise. Make sure you take your bug spray because the mosquitoes are fierce at that time of the day! You can also visit a city park on the other side of the Yamuna River and see the Taj Mahal from the rear. That's an interesting place to go at sunset. It's just a short tuk-tuk ride to get there."
45,Tajmahal,How romantic,Sitting where Lady Diana sat embracing the ambience and romance of this wonderous structure.... ode to be loved and have this built for me... well half would do really
45,Tajmahal,needs better management by Taj authority and the restrictions/rules about backpack/food items should be well advertised,"Taj gate opens at 6 AM, but the cloak room at the ticket counter opens at 8 AM,They do not allow backpacks but allow small hand held bags for security reasons. Especially they do not allow Back packs until cloakroom opens at 8 AM which is near ticket counter 1/2 mile away from Taj E gate. There is transport from car park/ticket counter to Taj E gate, Rs 10. So if you go before 8 AM leave backpacks/food/video at the cloakroom. Water bottle, folding umbrella, is allowed., Also, water fountains are started after 8 AM which is a bad thing to tourists who go to see Taj before 8 AM.. Tickets have to be bought and used same day. Full moon night viewing of Taj is allowed to limited people with few restrictions, 1-2 days on either side of full moon. Check website of UP tourism for the dates. Closed on Fridays. Lighting along the approach road is very bad and needs changing. It is dark on either side at nights and needs sorting urgently."
45,Tajmahal,Majestic,Most things appear less beautiful as you move closer to see them. Not quiet so with the Taj. It is indeed a wonder worth watching.
45,Tajmahal,Dream come true!,I have wanted to visit the Taj Mahal since early childhood - This majestic beauty did not disappoint! We visited at opening time and enjoyed the sunrise and cooler temperatures - and a much smaller crowd! Plan to spend a few hours to take in the details of this extraordinary work of art!
45,Tajmahal,Incredible Taj Mahal,"Without a guided tour, you are missing out on an experience of a lifetime. We had Ashish Gupta as our guide who made the experience out of this world."
45,Tajmahal,Awesome place,"I really liked the visit. I recommend to plan to arrive the night before to Agra, stay in a hotel close (we stayed at Radisson Blu which is not expensive and within walking distance to the gate). You should really wake up early and be at the gate at 6:00 am (or even 15 mins before). I'm not a early bird but was really happy because even at that time you will find a lot of people, but nothing compared to a later time. In some of my photos i even managed to leave tourists out. You will spend around 2 hours in the visit so you can come to the hotel afterwards to have breakfast and relax. Big bags are not allowed. I briught my bag with lenses for photography and had to carry them in my wife's purse because the backpack was not allowed inside. Preferably bring just your camera without the bag, unless it is a small one. Leave everything in the hotel as there's no place to store your things while you go inside. If you are already in the security area, you will have to walk a long way to find where to keep your rejected bags (eg: a shop at the entrance). It's really frustrating. The rules for photos are also strict and somewhat silly. You cannot take photos jumping with the Taj Mahal in the background nor wearing shirts with publicity or the like. Regardless of this, you will enjoy it. It's an impressive place."
45,Tajmahal,Words and photos cannot describe the Taj Mahal!,"Incredible, massive, beautiful, hypnotic, amazing... It is almost impossible to describe the outstanding beauty of this incredible place. Much bigger than we thought, the grandeur and superlatives grow as you hear the story behind it and walk towards it. This is one of life's great experiences."
45,Tajmahal,Beauty under reconstruction,we were visiting the wonder of the world this weekend...its started loosing its shine but still with less vehicles allowed around it..somehow the beauty is still trying to be preserved..we went at 4.30 pm got a photographer arranged and got 2 of our photos developed for 40Rs each. we re sceptical initially but then the guy turned out to be a honest one..it was not very crowded..it was a full moon day we were not aware else you had the option of viewing it (late night) but on a separate booking the earlier day (check the website)..well maintained..but one big complaint..there are shoe covers available (Rs 10 each from the shops outside of a very poor quality)..please wear them or walk bare foot to preserve the nature..and when you throw the shoe covers please DO THEM IN DUSTBIN..there are boards everywhere but still people tend to just throw it...imagine your house being a dumpyard will you ever do it...Swach bharat.(CLEAN INDIA).Just carry bottle of water only that is allowed rest will be thrown out..
40,Tajmahal,India sightseeing,"A must see experience, an early start to see the sunrise was well worth it and it added to the serene atmosphere of this monument. So beautiful"
40,Tajmahal,Must see,A must see if you go to India. Grounds were clean and well care for by staff. We took a day tour to avoid getting to and from the train station.
40,Tajmahal,Awesome,"I did wonder whether I would be disappointed, given my high expectations. This was not the case. A wonderful building, in beautiful gardens, with plenty to see. Visiting inside the tomb was rather like being in a market place, with jostling crowds, noise and guards. But the exterior lived up to expectations. Entry fee R1000, and worth ever rupee. Don't miss the Mosque to the side of the Taj itself, and there is a small museum."
40,Tajmahal,Taj Mahal,"What an amazing place, still can't believe we made it there. Scaffolding around the minarets during our visit, but it was still very beautiful and well worth the time it took for us to get there by road."
40,Tajmahal,The Fulfillment Of A Lifetime Wish,"The Taj mahal has to be one of the greatest buildings ever built. I knew about that simple statement before I went and my expectations were high, high, high. No disappointment either when seen in the flesh. Majestic. Inspirational. Unique. One of the greatest testaments to mans love for another. My wife and I are immeasurably richer for having seen this simply outstanding example of architecture and love. I can get another buzz just by thinking about it. Look for the many details that show the fascinating workmanship apart from the world class architectural detailing, such as the hand carved inlays and flowers. The proportions of the form are exquisite. It is impossible to describe in words how wonderful a temple this is. It has to be top of your bucket list."
40,Tajmahal,Just Beautiful !,"Just remarkable structure ! White marbles with inlay stones with yellow marble, jasper and jade of the walls. It's beautiful that captures the moment and holds it for life.  Not to mention the facility given by Indian Railway by using the fastest train in the country, Gatimaan Express which takes about 100 minutes to cover 188 kilometres at a speed of 160 km/h ."
40,Tajmahal,Really massive and beautiful marble building,When you hear about how it is built it gets even more admirable. It's just a building but it has so much history and beauty in it. It has amazing garden in front of it and is sacred. Visited in June 2012 so it was low season and very hot but less people there which was good. It's made very expensive for tourists compared what local pay for it (like 20 times or sth) but it is still worth visiting and it's still cheap because it's India.
40,Tajmahal,the most amazing place i have ever seen.....,"Taj-Mahal is one of the 7 miracle of world.This beautiful mosque located in Agra,India which bulid by Shah Cahan for his wife in 17 century.I suggest to everyone this place who wants to get an amazing impression...."
40,Tajmahal,A real Wonder of the world,The place is so good in the morning . It s just mesmerizing. kept quite clean by the govt. of India. Entry fees is quite fair. No need of a guide. But do get lots of photos.
40,Tajmahal,The best natural wonder - I have seen a few others,"Perhaps slightly greyer in the last decade due to inevitably pollution. The roads and cleanliness are atrocious. If the Taj weren't there, I sincerely believe no tourist will ever go to Agra  As for the monument - history tell it all. Simply fabulous!"
40,Tajmahal,Simply Mesmerising!,"By staying at the Oberoi Hotel we woke to views of this majestic wonder from our room. Though it was the hot season, we got to The Taj early to get great photo opportunities, beat the crowds and survive the heat."
40,Tajmahal,A teardrop on the cheek of eternity,"The Taj Mahal - Call it the way you like -The epitome of love -The ultimate expression of love -An elegy in marble -An expression of a dream  All these will come later. When you see the monument for the first time from the impressive decorative gateway's arch, it will leave you speechless. As you approach it a million thoughts go through your mind and if your are fortunate, will make you reach out for the hand of your partner. The Taj is a place you must visit if you have fallen in love even for a moment in your life.  The Taj Mahal was built by Emperor Shah Jahan in the memory of his wife Mumtaz Mahal who died in 1631 at the age of 38. She was initially buried in the garden of Zainabad, he body was finally enshrined in the crypt of the main tomb of the Taj Mahal. Shah Jahan lived out the last decade of his life, till his death in 1666, as a prisoner in Agra Fort. He spent his days gazing across the Yamuna river to the monument he had built in memory of his lost love.  When Shah Jahan died, his son Aurangzeb had him entombed beside his beloved Mumtaz Mahal. There they rest, united by death, never to be parted again. The four sides of the Taj Mahal are perfectly identical creating an astonishingly mirrored image on each side. It uses the principles of self-replicating geometry and symmetry of architectural elements. Shah Jehan's tomb is the only element that is not replicated.  Taj Mahal was constructed over a period of twenty-two years, employing twenty thousand workers. It was completed in 1648, 22 years after the work started. Over a 1,000 elephants were put to work on the construction site, to lift, carry and transport logs, blocks of marble and any other material that was required across the construction site.  The architecture of the Taj Mahal is a combination of Indian, Persian and Islamic styles of architecture. The four minarets of the Taj Mahal have been constructed to taper away from the monument, so that in case the minarets fell, they would fall away and not on the main structure.  At different times of the day the Taj Mahal appears to be in a different colour. Legend says that these changing colours depict the changing moods of a woman. We were fortunate to view it on a full moon night, it appeared like a white jewel silhouetted against the dark sky. One is not allowed to carry mobiles and only still camera's are allowed, which turned out to be a blessing as the small group which is allowed at night had nothing to distract itself and allowed the magical image to soak in. This will be imprinted on your mind and will last a lifetime."
40,Tajmahal,One of the Modern Wonders of the World,"You cant explain to people who havent been there how compelling this building is to the eye. It has something magic about it, whether it be in late afternoon or as you wait at sunrise to capture the Monument. Built with love by Mughal Shah Jahan in memory of his favourite wife Mumtaz the building seems to have captured this tremendous devotion and radiates these feelings to all who visit. You can literally sit there for hours just thinking or just looking and it will be in your heart forever. We have been married for over 50 years but it was a joy to be there together."
40,Tajmahal,What can I say?,Its one of the wonders of the world for a reason. We went with a guide which was smart b/c not only did he take pictures of us but he was able to thoroughly explain the history of it very well! Its magnificent to see in person - - it looks different at different times of day which is pretty cool! Plus there are lots of monkeys running around which I had a lot of fun watching a well! Its one of those places you have to see in person! If you go -- remember its not open on Fridays- so plan accordingly!
40,Tajmahal,Beautiful!,"I can see why this place is one of the wonders of the world. The architecture is amazing! Its almost impossible to believe that the Taj Mahal was built 400 years ago, when they had no modern technology. The building itself is decorated with beautiful jewels. Two of the best times to go are morning and evening, as there's less crowds, its cooler and you get to enjoy the beautiful sun rise or sun set. Definitely worth the visit!"
40,Tajmahal,What More Needs To Be Said?,"Just add my vote - this is one of the dozen MUST SEE structures on Earth. More than a mausoleum, more than a building, more than an architectural joy, it is the PLACE that impresses. Go in the early morning, return in the evening to catch the late sun light on the white marble. Heavenly!"
40,Tajmahal,Taj Mahal,Taj Mahal one of the best monument to visit in India most of travllers wants to visit Taj Mahal in his India Holidays Trips
40,Tajmahal,How can you not see the Taj iif you are in Agra right?,"Unbelievable. It's massive, hot and plenty of crowd. We went with a guide which I highly recommend. Our tour agent did a real good job organizing our trip to Agra and Rajasthan."
40,Tajmahal,A Real Wonder of the World - Waiting to be admired...Forever.,"With thousands of reviews pouring, exclusive media coverage and elaborate documentaries to its name, The Taj Mahal is a standing testimony of sheer perfection and symmetry. Aptly justifying the most coveted title of “One of the Seven Wonders of the World”, this man-made structure proudly bespeaks of grandeur and magnificence, while never shying from exhibiting a glimpse of what ‘Paradise’ just might look like. An attempt of Shah Jahan to bring a slice of that cosmic imagination to ground has resulted into such an enchanting experience that it never fails to bewitch its admirer. A cast is spelled, eyes are glued – emerging from Earth and piercing high into the blue sky, The Taj shows how a vacant space of nothingness can be turned into a scene of awe and inspiration. Just the silhouette of The Taj is enough to mesmerise its onlookers.  Located in Agra, the image of Taj Mahal has time and again represented India on a global scale. Grandly enshrined between the high sandstone walls on its three sides, the backside of The Taj is guarded by the meandering Yamuna River. On approach from three walled gates, first-timers will be surprised to find the Taj missing! The construction of the entire complex (yes, Taj Mahal is an entire complex and not just the tombstone itself) has been done in an illusionary way, in red sandstone, so that viewers can’t see it at the first glance. This has been done to create anticipation, an urge to see The Taj as soon as possible. A structure of this fame deserves to command the said anticipation, and the transitionary visual affect from deep dark red to pure marble white is the end product of this wait.  The massive Taj appears out of nowhere once the high arched sandstone gate is reached. Be ready to jostle your way through the crowd as this is a tourist favourite picture spot. Patient and slow movement is what is needed to admire this wonder of the world. Take a few moments of calmness, and gaze at the pure white exuberance. The crowd inside the compound can sometimes make this experience a bit sour, but one can’t help it, as everyone is as eager as everyone to taste a slice of ‘Paradise on Earth’. Don’t just see, observe. Observation is the key to feel the presence of Taj Mahal. Observe how the fountains are inch perfectly laid; how the gardens have been symmetrically designed. But out of everything, observe how on earth someone could have constructed a dome that perfect. The beauty of The Taj lies in scale and symmetry. Tiny insects are we in front of its enormity. As you approach the main structure, keep observing how exponentially the mass of the structure gains weight over your sight. Mid-way is a raised square platform cladded in white marble. This platform is specifically for photo and selfie enthusiasts as some of the best angles on camera can be achieved from this spot. But do expect heavy crowd on it. The base of The Taj is a high raised square platform, and the main tomb can only be reached through the stairs inside this platform. The size of this entrance gate and stairs make it evident that originally the main tomb was not intended for public visits. It was Shah Jahan’s personal memorabilia of his wife Mumtaz Mahal and private emotional visits is what he envisioned The Taj for. Unfortunately the old emperor was later locked inside the Agra Fort by his own son, and from there he would only be able to gaze and never visit The Taj.  A long queue to the stairs awaits you. Summers can be killing as the sandstone surface at the bottom of The Taj heats up like anything. Once up the platform, The Taj stands sky high in front of you. The urge to touch the marble gets very high. Keep on the laid carpet path, as the marble below it will be boiling under the scorching sun. I prefer visiting Taj Mahal during the closing hours, when the sun is low. This close to the structure, one can’t help but get lost in the intricate details on the walls. Precious stones have been used to decorate the floral patterns throughout. It takes a while to gauge the mammoth amount of human labour and will-power it took to carve such intertwined details. The fact that there were no machines available during those days, the smooth flat surface finish of each marble slab holds your imagination halted in awe. Before entering the main tombstone, take a while to circumscribe through it. Look for different illusions that have been cleverly carved throughout the structure (a guide might come handy for this activity). High rising arches on the four sides of the octagonal plan of Taj makes one look tiny.  On entrance to the main tomb area, expect to be pushed and pulled by the ever growing crowd. This can’t be helped as the innards are too good to be left at a glance. Though there is no artificial light inside the tomb, recessed sunlight makes it bright. The tomb in the centre is pseudo as the original tomb of Mumtaz Mahal peacefully rests in the crypt. Surrounded by a mesh of very minutely carved vertical marble slabs, the tomb of Mumtaz Mahal is accompanied by the tomb of Shah Jahan. This second tomb is larger in size and is the only thing in the entire compound that follows no symmetry. The linear aligned fountains, the huge arched sandstone entry gate, the tip of the dome – everything is in perfect symmetry with the tomb of Mumtaz Mahal. It seems like for Shah Jahan, his entire world started with Mumtaz. Legends tell the ornate marble wall was originally supposed to be made of gold. I find myself immensely satisfied and awe-struck by the current setup. The details are unlike anything you have seen before. It is really tough to move out of the central tomb area that soon, as the security personnel commands the crowd to do so.  There are two other sandstone building on either side of Taj Mahal. One is a mosque, and the other has been (presumably) built to maintain symmetry. The garden on the other side of river Yamuna adds to the beauty of Taj. Agra Fort is visible from the backside, and deserves a visit of its own. One can easily gauge the extensive landscape planning that must have undergone to bring the cosmic imagination of Taj Mahal into life.  History regarding the origin of The Taj is well-known around the world. Some call it the greatest symbol of love ever created while others call it a sign of oppression on the laborers who built it. We can only speculate and never know the exact state of mind in which Shah Jahan envisioned this grand project. It’s unquestionable that love for Mumtaz Mahal drove his passion, but whether this passion transformed into craze and obsession or not is something that is still debatable. Whatever might have been the driving force behind its creation, The Taj is standing strong to the test of time. Unfortunate that visitors today have to experience a somewhat ‘brownish-yellow’ Taj, as the pollution levels near the structure has alarmingly altered the pure white marble. This makes me wonder, whether we truly deserve The Taj or not. But since time has already taken its course, and mankind has been gifted with one of its greatest prized possession, all we can do is play our own parts to the survival of this magnificent tombstone. I hope that more efforts are made to keep Agra clean and Taj Mahal ever shining.  To the people who are reading this review, I will do injustice to The Taj if I recommend or not recommend it. The fame itself is sufficient in convincing people to visit it at least once in their lives. Since we live once, I wonder what I would have missed if I were to not see The Taj. Pictures, documentaries, reviews – all of it do injustice to this ‘Sign of Love’. Visit the Taj to feel how spatial engulfment casts spell on you. Visit the Taj to visualise what magnificence, symmetry and perfection means. Visit the Taj to see what passion can do. And finally, visit The Taj to experience what The Taj is!"
40,Tajmahal,Great building in india,Taj mahal is great building in india. when shahjahan is ruling in india . that no any transport. only animals and people was transport. and very heavy stones in wall of taj mahal.. red stones are bigger and marble are smaller here. but now days very expensive monument. here guide and transport available for taj mahal.
40,Tajmahal,"""Symbol of Love""","Amazing place with so much history. There are many interesting stories, facts as regards to its constuction and design. This amazing piece of architecture built by Mugal emperor Shahjahan . Its a must visit place with your the loved ones. It's a one of the 7 wonder of the world. An awesome place to get real Mughal Indian history details. ""WAH TAJ"""
40,Tajmahal,Magical,I always wanted to visit and now I did I must say it was absolutely magical! Even though it was a very hot day the experience was magnificent. We had the guide who was fantastic and so knowledgable. It's one of this places everyone should visit once in their lifetime. Thank you India!
40,Tajmahal,No Reviews Needed,I visited Taj Mahal for the first time in my life. Now I came to know why Taj Mahal is one of the seven wonders of the world. Beautiful Architecture! Awesome creation of human...
40,Tajmahal,beautiful site to watch in the morning !,"it was wonderful experience to view Taj mahal in morning ! many pictures were taken, wonderful to see back side of river .worth watching !!"
40,Tajmahal,Taj Mahal - Wonder of the World,"This is a Must visit Place in a life time. Absolutely magnificently Built, A true Wonder of the World. Apart from being the Symbol of Love, this is an engineering marvel. Constructed by thousands of Artisans. The Perfect symmetry of the building makes it the most beautifully construed structure...mesmerizing.  You'll be bothered by lost of vendors as soon as you visit the place, but i suggest you take a guide who will be readily available, Though they have fixed rates, but you can bargain and get a discount of 200 to 300 Rs on the Rate mentioned on the ID cards.  The Guide will help you get the Tickets and take you around the building in 2-3 hours depending upon your artistic interest in the building.  Please do visit the Agra Fort after visiting the Taj Mahal..."
40,Tajmahal,Taj Mahal,"Sheer poetry in white, an ode to love.. the monument in white stands proud in all its glory, and is a must see for all those seeking beauty in the ancient.. We visited the Mahal in April which is not the most ideal time of the year to visit due to extreme climatic conditions. April to July, I suppose can be avoided for this very reason. We reached Taj as early as 6 am just before it could get uncomfortably hot - it is recommended that at least during the summers one try and cover as much before the clock strikes 10am. A good three hour span from 6 to 9 am should offer sufficient insight and coverage of the Taj. It appears that the opening time depends on dawn and dusk, the door opens at dawn and closes at dusk. The entry cost INR 40 for Indians who can produce proof of address in India such as Adhar Card or original passport. For those who are not able to produce this, can get an entry for INR 1000/- per person. The ticketing counter do not accept PAN card. You can travel upto the Ticket station in car and from there on by walk to the entrance of the Taj which is located around 1km from the ticketing station. You can also opt for battery operated vehicles (INR 10/- for Indians and free for INR 1000/- ticket) or cycle rickshaw (Tanga) which costed us INR 50/- per way although the costs may vary as per season). There are guides aplenty around the Taj, and it recommended that you book one through a good agent or at least go in for those who are able to prove their legitimacy via registered licence."
40,Tajmahal,Really a wonder,One gets mesmerised to see it for the first time.Huge and beautiful.view from the far is too good.It's better to read about it prior to going or have a guide as the work done inside is amazing.Beautiful work with colours done by Mughals. In summers it will be too hot.
40,Tajmahal,Direct from the airport and back.,"There are tons of reviews on the Taj. Here is what I would add. If you are thinking of going direct from the Delhi airport and coming back the same day. No issue. Drive is really not that bad on the toll road. We left landed at 9:30 went, saw, ate. Quick marble Shopping and back at our hotel in Delhi at 8:30. Tired but nothing a shower and drink by the pool did not fix."
40,Tajmahal,Taj Mahal - Agra,"ONe of the true wonders of the world. An engineers dream with the symmetry of the structure. In terrific shape. Get the delux ticket that includes water and shoe coverings. Ignore all the vendors selling pictures, advice as to where to take pictures, etc. Just enjoy the beauty of the building."
40,Tajmahal,Abosulutely mind blowing,"One of the World Wonders, seeing the Taj Mahal with my very own eyes was absolutely mind blowing. The history, design, and architecture of this monument was fascinating. Also surrounded by beauty all around. One can look at photos on the internet, or photos from friends who had visited India, but one MUST see this with their own eyes to really appreciate this."
40,Tajmahal,my first trip to taj mahal agra fatherpur sikri jaipur ranthambore,"I was very impressed by this travel company's personal service and follow through. During the planning process, my agent spent considerable time (at his off hours) discussing our objectives.  This India travel agency provided excellent customer service throughout the entire process. Everyone I dealt with was pleasant and they took care of everything imaginable. The tour went exactly as planned and the tour guides were friendly, knowledgeable and extremely accommodating. I would highly recommend this company incredible india journeys."
40,Tajmahal,Exceptionally Beautiful,Seeing the Taj Mahal in real life is nothing like seeing it in pictures. The monument is absolutely stunning and definitely one of my favourite tourist attractions. It's a bit annoying to get in with people pushing you and with it being so crowded but it's definitely worth it. I was pretty unlucky to go when they had begun the restoration process to the tiles so sadly I had scaffolding that ruins my pictures. I don't recommend getting a guide to take you around. Instead just read up on the history and you should be fine.
40,Tajmahal,Symbol of Love for Lovers,"Most of them, but not all, In ancient history there were wars between countries due to Female (Girl) for Love or Beauty or Attraction or Sex.  If you have seen TajMahal, By now you might have understood why those wars were happened.  The beauty of expressing a love has no limits……”Taj Mahal”."
40,Tajmahal,Impressive and Beautiful,"The architecure, details, and beauty of this impressive monument is one of a kind. We had our own tour guide and he made it a little easier for us to get through. We still had to go through the crowd and the security lines are separately from women and men. It is preferible not to bring a bag/purse because then you'll have to collect it at the end of the security line and it could be chaotic. Once inside, there are many corrupted and annoying ""official photographers""."
40,Tajmahal,What a beauty,What can i say about this monument which has not already been said. Let me try and post a few tips. 1. No books / novels are allowed inside so either don't carry them with you or leave them at a shop around the premises. 2. If you don't get a shuttle from the parking then it is a fairly long walk about 1.5 km so wear comfortable shoes. 3. Please buy the shoe covers else you will need to take off your shoes. 4. Please use the toilet at the parking lot / ticket counter as there are no facilities at the monument.
40,Tajmahal,what you expect,Met the high expectations. Beautiful place. Worth to have a guide to show you all the small amazing details. Went on Saturday morning. Guide recommended to go 6.30 (opens at 6) which seemed to be a good time. No queue and not yet that crowded.
40,Tajmahal,The Most Beautiful Building,This is certainly one of the must see buildings in the world. Try to go really early in the morning so you can better enjoy walking around the Taj without the crowds. The scale of the building though allows you to enjoy it regardless and the white stone surfaces reflect both sunrise and sunset beautifully.
40,Tajmahal,The Taj Mahal is the tears of love on the cheek of time.,"The architect Ustad Isa designed and constructed the Taj Mahal (prounounced Ma-HAL', like the man's name) which means the jewel in the crown. It is an immense mausoleum of white marble, built in Agra, India between 1631 and 1648 by order of the Mughal emperor Shah Jahan in memory of his favorite wife, Mumtaz Mahal who died in childbirth with his 16th child. Our guide confirmed it was the 16th child that killed her during a breach birth. The Taj Mahal is one of the universally admired masterpieces of the world's heritage. It employed 22,000 laborers to build and was designed to resemble the offspring of a square and an octagon. A square for the most part, its corners are angled. The eight sides of the mausoleum are graced with magnificent arches, towering structures that support the enormous weight of the tear-shaped dome. There are thousands of carved flowers adorning the walls, delicate forms of lily, iris, tulip and narcissus. The petals and leaves are perfectly configured; the flowing vines connecting the flowers. You gaze at lapis from Afghanistan, jade from China and Burmese amber. There are pearls and coral from the Indian coast, as well as jasper, green beryl, onyx, agate, amethyst and quartz from the Indian interior. The Taj Mahal's main room floor is comprised of patterns of black marble set within the white. The dome is pure white marble, as are the minarets. You want to trace the marble flowers with your fingers and palms it is so stunning. What is so spectacular is the entrance at the south main gate which is made of red sandstone. Every few feet you walk towards the entrance it is like the veil lifted from a beautiful woman's face, you see more and more until it is revealed and you are standing in the outstretched ornamental gardens. Since the Qur'an described four rivers flowing within Paradise, Isa had decided to mimic Paradise's loveliness by using two intersecting channels of water to create four identical sections of land. In the center of the four squares sits a a round pool, made of white marble and often containing koi. The surrounding plots of land have cypress and fruit trees where a plethora of flowers bloom. So where does the name come from? Remembering that his wife's name was Mumtaz Mahal, Mumtaz turned to Taz as the years passed. Then she was simply known as Taj. It is totally worth the travel effort; the lines, the ticketing, the vendors, the beggars outside the Taj Mahal, but inside is a place of beauty and wonderment almost beyond words. I wouldn't have missed it for the world. Hope you will too. PS: have your picture taken on the marble bench in front of the Taj pools where Prince William and Kate did last week. Priceless!"
40,Tajmahal,Simple breathtaking,"Simply breathtaking. Now matter how beautiful your imagination may have you believe this is, in reality it is far far beyond. The building reflects the light with a wonderful luminescence, you literally cannot take your eyes of it as you walk towards it. Bring water and a hat, you will be outside in the heat for some time, as it is hard to leave. Come early to avoid the worst of the crowds."
40,Tajmahal,It Was Everything I Hoped,"This is the symbol of India for most of us and it was worth the visit. We went early in the morning and were lucky that the air was pretty clear that day so we had a great visit. Even though it was early, it was extremely crowded with both Indian and foreign tourists. The next day the air was so hazy that we couldn't see it across the street."
40,Tajmahal,Celebrating World Heritage day at Taj,Happy and lucky to be at Taj on World Heritage day along with my love Nidhi it was day where all the visitors were guest to this beautiful monument there was No entery charge World's number one wonder no doubt when you see words the monument you say Wha ! Taj
40,Tajmahal,The Taj Majal,"Having been there four times over 38 years, it seems that now it is the most attractive that I have seen. I was there in November which is a good time since it wasn't too hot. As one has to remove one's shoes upon entering the tomb, the marble floor can be very hot in the spring and summer even with foot coverings which they supply. Most people are not aware of the intricate and beautiful flowers which cover the walls of the white marble building made with inlaid semi precious stones, orange jasper, green malachite, blue lapis, etc. These are the most attractive to me since the graceful flowers seem to do a dance on the walls. Another option is to view the Taj from the other side of the Yamuna River at sunset. Another beautiful sight."
30,Tajmahal,The Taj Mahal,"I set up my tour through viator.com in advance and chose the one day tour. We got to New Delhi later in the day which gave us time to adapt to the time. The tour started at 5 am for the drive down to Agra. We chose to drive instead of the bullet train because of the time getting back to the hotel. If you take a car, you get back sooner. Our driver, Sushil, met us at the hotel with a smile. You will need a driver or take the train because it is not an option to drive if you are a foreigner. Be prepared for the ride because it will be very stimulating in the cities: not so much on the highway. It takes about 3.5 hours to drive to Agra. We went to the Baby Taj first to pick up our tour guide, Pramod Kumar Arora. He bought the tickets there for all the attractions of the day. Our guide was very informative and spoke English well. After seeing the Baby Taj, we went to the Taj Mahal. We were able to skip alot of the lines because our guide already had tickets. Entering through the west gate, they checked our bags. This is a must do part because they won't let you in if they haven't checked your bag. Our guide showed us where to get our free water bottle and shoe covers then proceeded with the tour. He was very attentive and made sure we understood what we were seeing and lent a hand in taking pictures when he thought it was the right time and spot. He has a good eye for the right shots. Shoe covering on at the base of the stairs to the Taj, we climbed up and went inside. Please respect the site and follow the rules about cameras and videos in the tomb because not doing so is only giving foreigners a bad reputation. Taking pictures outside of the tomb is very difficult, not because of the crowds, but because of the perfect symmetry of the site. Take your time and line up the shot so you don't have a leaning Taj. After the Taj, we went to the Agra Fort. This site is also included in the ticket purchased earlier. The size of the fort is staggering and brings on a sadness once understood it was also house arrest for one of the country's shahs. Once done with the fort, we went to have lunch. This was included in the price of the tour. The lunch was very good. We could eat like locals or with utensils. When we were done, we started our drive back. Our driver was nice enough to head to a local spot to shop which did not have very many foreigners. This was not a problem because we got great deals and were not hassled like at the touristy places. I would definitely recommend booking with viator and asking for Sushil as your driver and Pramod as your guide for an English speaking tour."
30,Tajmahal,There are no words to describe...,"Visiting the Taj Mahal is an experience that's difficult to put into words. Even photos don't do it justice. My first view of the Taj was from the (Mehtab Bagh) Moonlight Garden, across the Yamuna river. It seems tohave risen from its clouded heaven in all it's majesty.  The next morning, we had the incredible experience of visiting the Taj Mahal at sunrise. Despite the crowds, it was an amazing experience that moved me. Although it was quite early, there were still crowds raising their cameras and smartphones high above their heads attempting to capture the Taj in all its glory. I walked deliberately toward the majestic Taj, soaking in the dawn, slowly taking photos from every possible angle; and even managed to get a few shots without people in them. The inlay work is spectacular, and the white marble glistens in the rising sun, making this a magical experience; and certainly one not to be missed."
30,Tajmahal,Tantalising Taj !,Iconic - at 6.30 am we arrived & still had to queue to get through security. But when we did our guide 'guided' us through the exterior gardens to the majesty of this marvellous tribute. It was packed even at such an early hour - but after getting through the initial excitement that everyone there was experiencing ( & needing to sit in 'that' iconic seat for the 'must have photo') the crowds spread out. It is beautiful - everyone should go at least once in their lives........
